"id","site","identifiant"
"22038333-cf97-4ff0-bb8c-1c418370f2a8",2,tt0077651
"24c952a2-3133-4767-86f5-e0082341b124",1,"12151"
"24c952a2-3133-4767-86f5-e0082341b124",2,tt0091877
ace1de16-80cc-4094-b70a-94401c7d049e,1,"85"
ace1de16-80cc-4094-b70a-94401c7d049e,2,tt0082971
"6d02e5b2-c17b-4d89-9f7c-c626136f0a57",1,"9671"
"6d02e5b2-c17b-4d89-9f7c-c626136f0a57",2,tt0090555
b9eaf0c7-062e-4a1c-8431-f51b31088290,1,"11286"
b9eaf0c7-062e-4a1c-8431-f51b31088290,2,tt0082136
"80c07340-a069-476a-a0a0-2460dc69b3cc",1,"6978"
"80c07340-a069-476a-a0a0-2460dc69b3cc",2,tt0090728
e8f50c9e-8e3c-4b73-9e92-562bf984113a,1,"10925"
e8f50c9e-8e3c-4b73-9e92-562bf984113a,2,tt0089907
"7abca311-7572-49bb-8565-e3648fcb1989",1,"115"
"7abca311-7572-49bb-8565-e3648fcb1989",2,tt0118715
e4e5143d-c8b6-44ae-8d83-0699c1fb9272,1,"2924"
e4e5143d-c8b6-44ae-8d83-0699c1fb9272,2,tt0101393
"84ed3f64-88ea-4e96-a670-0f3095ececf2",1,"9618"
"84ed3f64-88ea-4e96-a670-0f3095ececf2",2,tt0098439
"6277443a-d0cc-4c54-bcde-3f43c896503d",1,"137"
"6277443a-d0cc-4c54-bcde-3f43c896503d",2,tt0107048
"6076c30d-c5ab-4e95-971a-425f2f4aa075",1,"274"
"6076c30d-c5ab-4e95-971a-425f2f4aa075",2,tt0102926
bd4537b9-afdc-494d-ac70-76cab133fa4c,1,"11595"
bd4537b9-afdc-494d-ac70-76cab133fa4c,2,tt0099044
eb4c69f6-9fa5-4eb7-9a16-0259a9eac719,1,"105"
eb4c69f6-9fa5-4eb7-9a16-0259a9eac719,2,tt0088763
"5b946f8f-76e1-46cd-b2f9-e5f85d10af02",1,"87337"
"5b946f8f-76e1-46cd-b2f9-e5f85d10af02",2,tt0099400
ca94860d-56c2-4b68-ac00-6d48d0de8ee4,1,"106"
ca94860d-56c2-4b68-ac00-6d48d0de8ee4,2,tt0093773
"9b4a8296-c6fe-40c6-b1c5-9807b2004976",1,"1825"
"9b4a8296-c6fe-40c6-b1c5-9807b2004976",2,tt0093692
dc18e978-7d17-4d05-ac8e-678a609fbcc7,1,"1375"
dc18e978-7d17-4d05-ac8e-678a609fbcc7,2,tt0100507
"6e76b203-3e19-4f72-9980-92752d48809a",1,"744"
"6e76b203-3e19-4f72-9980-92752d48809a",2,tt0092099
"8a973d17-fccf-4240-8157-573db91eaa6c",1,"1374"
"8a973d17-fccf-4240-8157-573db91eaa6c",2,tt0089927
cb500bc6-ef03-4205-86fe-33d0c6d2ec11,1,"10439"
cb500bc6-ef03-4205-86fe-33d0c6d2ec11,2,tt0107120
"0855b28a-f73d-4302-8d48-2a2353d08321",1,"96"
"0855b28a-f73d-4302-8d48-2a2353d08321",2,tt0092644
eaf58060-210e-465a-92e4-eed803451813,1,"11415"
eaf58060-210e-465a-92e4-eed803451813,2,tt0091223
e90836cf-cc5f-477d-9ca1-a44f1bd95abf,1,"1370"
e90836cf-cc5f-477d-9ca1-a44f1bd95abf,2,tt0095956
"520d36be-24be-4e74-857d-c27b2f9e1f83",1,"5548"
"520d36be-24be-4e74-857d-c27b2f9e1f83",2,tt0093870
a09cc505-1e03-49ec-9500-63478944a532,1,"11183"
a09cc505-1e03-49ec-9500-63478944a532,2,tt0077276
"43cf3e92-abba-4b8a-aaeb-b9b124458ea3",1,"4032"
"43cf3e92-abba-4b8a-aaeb-b9b124458ea3",2,tt0102492
bb73a806-7713-47b3-8355-b4151511a743,1,"3980"
bb73a806-7713-47b3-8355-b4151511a743,2,tt0090887
"4d53ce95-43bf-4cfa-9f09-4f1520a006ed",1,"11133"
"4d53ce95-43bf-4cfa-9f09-4f1520a006ed",2,tt0091778
fe63a509-ad1d-4960-b4a9-b704a6aa9ea0,1,"166"
fe63a509-ad1d-4960-b4a9-b704a6aa9ea0,2,tt0082100
d765d21d-1675-46ad-a107-13461fc86157,1,"12088"
d765d21d-1675-46ad-a107-13461fc86157,2,tt0106950
"51fecd44-437f-490e-9bcd-e3a386e95932",1,"19123"
"51fecd44-437f-490e-9bcd-e3a386e95932",2,tt0082183
"33569568-7c3e-4baa-84a8-cae15dca2350",1,"33701"
"33569568-7c3e-4baa-84a8-cae15dca2350",2,tt0078907
"540ef20e-292e-49ec-b2c4-584501eef931",1,"8736"
"540ef20e-292e-49ec-b2c4-584501eef931",2,tt0456123
"6931e7d6-7d10-4454-8101-3a11734fbdfd",1,"12715"
"6931e7d6-7d10-4454-8101-3a11734fbdfd",2,tt0091055
f851fa63-1c5d-473d-9405-375675a20771,1,"9659"
f851fa63-1c5d-473d-9405-375675a20771,2,tt0079501
"0530881e-bdb6-4514-8f34-d31eaab93f3c",1,"689"
"7b146021-19b2-4956-97e9-fd6177845678",1,"3"
f1cb9ad0-ab39-4516-96e5-87b4ef3fa0b1,1,"690"
cfbc0a1a-6f79-4d89-9412-6de889a7dd84,1,"707"
"9ba16814-0229-4025-927c-795cd4d6dd07",1,"16483"
"9f69c024-b15c-4bf2-8f53-d968337306ea",1,"10205"
e44e8d89-5845-4048-acfd-cee0d7f054a1,1,"2712"
"0a943e06-2e38-464b-940b-0fc493200fd5",1,"2714"
"2f9d0443-68a2-4662-b3a9-cd1ff4b36bc2",1,"2053"
"5db9320b-f723-4418-a1d7-6d354a9d319b",1,"3981"
be35d246-44da-45f7-be0a-db86b1020482,1,"10206"
c868fa91-5534-4573-9532-bab6d0359d9d,1,"781"
"49242460-8b4a-4e1c-b3a4-603c9bf705c7",1,"6576"
a6f4636d-e85f-4a34-8e79-91b0028b8ebb,1,"10207"
"75de56e5-df17-4f03-940c-c32572990c37",1,"10208"
"5170e231-b8d5-4e45-8205-d38527bccc0b",1,"10209"
"37f2a816-7dc8-48f7-ad5c-588847c07313",1,"10212"
"3b9eba88-84f3-40ff-a8d9-63a001ff8f04",1,"10210"
baa8c24e-2e87-4077-acb1-c76dadf5099e,1,"10211"
c486a57a-ff55-43d0-ae12-b02696c50154,1,"10213"
"3fcd9ae0-5ab6-4b60-af23-a84608e2469a",1,"1532"
"314d4062-e9f6-428f-8ac6-51f9f62c4527",1,"1524"
"9f72b128-e7cb-4ee1-9f4f-801e655b430a",1,"8872"
"28188765-6046-4c73-9145-e4d860750b5b",1,"8873"
"2304edf2-cabe-4ffd-85a6-4d4edcd80530",1,"7676"
bf8be473-db59-4b98-82c4-929799b69af1,1,"11184"
"9cabf13e-ce81-4ab8-8d9a-71779bbf7201",1,"5576"
c98c8ab6-8fb4-40e7-ab5c-5a8675f75846,1,"12656"
e51dafbc-1271-44ff-884f-700cbcbc3f2b,1,"6856"
b7e61cac-2c3f-4736-a3cc-46edc229e431,1,"2461"
dbb64dbe-23db-433e-af34-1962bcc0068c,1,"8944"
"9e7fb208-0ecf-4c5c-869c-4298eb9f0a4c",1,"4785"
ea853bcb-5133-40e4-9269-735d810c84b2,1,"16935"
f12a25e5-b6b1-48a0-9dd9-11510aa744ee,1,"1038"
"706ae11c-1c62-4e6b-a864-b1cfb69822a8",1,"28781"
"1c087b89-1d64-4072-a1e8-6a2d39cbaf15",1,"24629"
ee7f1acd-faa2-4066-8b4a-b4590fffcfd8,1,"35210"
"85e7a0c6-4d33-4e8d-9669-393055db48d4",1,"21171"
"6fdf82d1-1804-4d05-88a7-be92124d54ae",1,"82793"
"3fb2633e-4857-4d64-8876-763c5adb052c",1,"1972"
"965f4fa6-f58a-4f0e-adaf-03a73b98197d",1,"39889"
c9f5529f-40f4-4de9-87db-d4116a69cc1a,1,"35323"
eca2280e-2f4f-496b-a90e-172f82805fc8,1,"35137"
"373eaca2-1eaa-449d-a24b-1f25af2a2263",1,"21175"
a4bd9509-19e3-476d-848d-518ad20b742c,1,"90285"
b657e15a-9e33-4b6a-a39f-2f22d56e1a6f,1,"12764"
"96222ab6-29a3-4043-b5c2-a90a386c0d97",1,"15983"
"2ed1d67e-a806-4e35-b625-ca2b029e366c",1,"1694"
fb855bea-eec0-4204-be37-7986abaf6887,1,"12500"
d9e484d0-3dcc-49b8-b4bb-c2babe11b19e,1,"11037"
da9120a9-5384-4692-8032-b7297dcf0250,1,"52657"
"4e7872c0-5351-471d-b26f-27a6f90fdfed",1,"25678"
"06480b5c-ced6-42bc-8bbc-9747023cf799",1,"87736"
"665a880b-41c4-4d05-9f33-7bbd1382c8e9",1,"3536"
"3d3ea7a8-8b5b-4392-81bb-d08dde330acc",1,"9395"
"0bed1543-84ac-4c53-be68-43299ced4897",1,"48457"
"0e872cc4-c429-428c-8c71-a62fb4c24c96",1,"11955"
b5142384-c03e-4d50-93e0-75a438484955,1,"87777"
"97d149d2-57d0-489c-93e7-6d8adcc0f9f9",1,"9399"
"110d3753-c18e-45b8-9f4d-cf2736abe00a",1,"2038"
"428373c3-7ce0-44c2-b46b-3e5ed3c019b3",1,"2320"
"318660da-1c50-40f0-9f4c-2291ec6ee0c6",1,"21380"
"4544a546-42da-4757-8499-041a20af38c9",1,"87779"
bda4765b-36ed-4693-b2af-e3d2ecec462b,1,"16113"
"46b5ed45-a5bd-4f51-8f0a-54e647ebc7ce",1,"11623"
ab04f1e6-d21a-4f56-aafc-715145517b8d,1,"3053"
"2741a5ba-9fa2-4849-bde4-8fba660e7777",1,"805"
"90ea6203-abcd-4dc4-a037-c64aa326583a",1,"251"
"96ac176c-beae-487d-984e-2c0f7489379c",1,"279"
"7dd60937-5bf3-473e-a31a-1a0c0e7c25cc",1,"348"
"8b98700c-91ad-4c77-b623-454f38d68284",1,"8078"
"38c5e6e2-d7b0-401f-822e-d58c5965f960",1,"8077"
"7d3fbec7-7ae2-4782-99b7-28e866f2c2a7",1,"10130"
"1f0d7207-357c-41c5-8298-1e95aba7ed17",1,"14372"
e597facf-adf0-46c7-b6fd-aa8a3b91a15b,1,"861"
"1dfc71e1-b820-4c9e-9d34-ed3091b2780a",1,"6069"
"8e063659-fddd-4d1b-9bfb-4b012ec1342a",1,"128971"
b7197cfe-5a02-41e3-8066-7df18806d1ce,1,"24099"
"89767acf-2ff6-4364-923b-416b7eb9dd77",1,"69044"
"6d97ca95-1029-48f7-b717-87637df514d5",1,"55976"
ec5b16c4-5304-452c-90c1-ab140b81a31e,1,"9647"
c45a37e5-fc9e-4e57-8455-580d43dde8bb,1,"639"
"6dd7af88-9e79-4f34-833f-71070941e198",1,"4727"
"42f1e8b1-62e9-4941-bbfc-a366f121a1ba",1,"4728"
f6c0a699-d2c5-469b-9ad6-95911b4f7be2,1,"4729"
"55fda50c-4f4f-43bd-adf2-dc07d0ee474c",1,"11913"
"5be57aa6-771d-4156-9cb4-ab28e8720ebf",1,"10516"
"14a45da6-4a09-44d1-b009-d33c72d7ade8",1,"1871"
d03df83f-a164-4d39-90c0-a4c8676df834,1,"1870"
ca7abfaf-4fa1-4824-8122-4ecf557945d8,1,"1875"
"234b1abd-fc78-44e2-9119-960f782e4314",1,"11696"
"558e88d3-bd1c-4791-8668-77ecca300494",1,"14257"
"3c237710-402c-495d-8da3-592b9ded1564",1,"46655"
"1dcfc6cd-0879-45e3-9cef-22db27f2d5f2",1,"8963"
"8a34feea-3da8-4bfa-9c60-6f5b90c8a1bc",1,"156249"
c940d72c-7aec-4baf-a8ef-0cac6536f7a3,1,"1669"
a7a90aba-ef82-4cb9-81c3-e92993b293d0,1,"11519"
"0e245d7d-4f85-42b0-8810-36e8933d693b",1,"8665"
fc6651a7-fb08-4717-a0d1-00fba5aef294,1,"27085"
"7a5f8599-1346-47a6-a428-5dc543760d19",1,"17102"
"09372446-bb6a-4b3d-82f5-95f7e2a958a2",1,"33521"
"045b7f61-44fd-4f01-a23e-d984f0fffb7e",1,"6404"
eae4c21d-3ea5-4a8e-8765-dc9364ba26ba,1,"14541"
"906e255b-6e5e-46d2-972e-766035e1d369",1,"29490"
"39f9cb9a-dd57-4941-85b3-e7fbb5f4655c",1,"64913"
"450c6276-60bc-4791-bee4-3152145af6e7",1,"1100"
"96b6fde8-7cb4-4b10-a35d-8e5643da45f9",1,"21177"
"21c2b10a-358e-408b-abd2-5bf391b77927",1,"1101"
"6acdafbf-df9b-474e-90b7-c5138c80b843",1,"776"
"46c31ee2-f27f-4049-95d4-e3bf625ec924",1,"921"
"2e24400b-2353-4be5-b6de-746870abf0cc",1,"518"
b4e88855-0164-453b-bcf0-45a7f677c8dd,1,"3391"
"436b9127-6cb4-4e89-ad98-82a98f7e847b",1,"3392"
"0b221e5e-8824-49f4-bf00-09cffd5f89c2",1,"24501"
eaf2f2df-36f0-4d6a-ae64-846918cc24e9,1,"16927"
c212ad64-fb4f-4af4-bfb8-c2dc312fe480,1,"15140"
"8dec5ff2-a3f1-4f43-b727-c954e0131efd",1,"18841"
ed82372d-31d7-4771-94aa-73cf83b90a62,1,"11281"
fd9233b8-6d19-43f4-996f-a08140e2cb55,1,"4031"
de862b4b-d544-463d-bfb6-9e0f678ec1e1,1,"3525"
edffc687-a2d7-464c-9210-21eb3f76363a,1,"11462"
"8c077f12-c8cc-4902-9797-17e29fb22bd8",1,"11464"
"705e5be2-7781-4305-ae6e-d088a2cbcd0b",1,"4756"
bd280de3-2180-45ac-9819-0b1a9dcb9ce7,1,"21259"
"44300acc-7c79-4769-8529-0b6f4e83708c",1,"20959"
cf13b736-49c6-40fd-8484-49732ddb9b09,1,"1063"
"4233c003-5019-4f58-a2e3-796ffba6a1d8",1,"23915"
"3ce1e09e-6cb0-4e8e-a426-75ec15c7e690",1,"11395"
"82404f5e-59d1-45d6-a0e0-ea07695377bd",1,"24929"
a5b4eea4-8970-4943-ad3a-0e01830f489e,1,"51576"
b7770571-dac0-4ce4-a95a-25c37342d642,1,"55271"
cd48fccf-299f-49b5-9064-abd78f938df7,1,"8875"
"86e66f4c-0b10-46ad-b242-8bdf2d704b46",1,"10086"
"68f0d3b2-8748-4d91-92ef-a5fc02ffc53b",1,"62001"
ec70b59b-2b49-4122-97a7-e1598b95500f,1,"16171"
f3c5dd03-43b7-4fd1-b88f-0a844a96a2be,1,"57147"
"1daf693b-6969-4269-a9e7-16b8f4933ffe",1,"39350"
bbe7935d-8c2c-4364-ae51-820c755fc172,1,"4274"
"40a8750c-691d-4cc0-a041-fad822a1a9ca",1,"68330"
f03d0347-f50b-40e8-a54e-6d4150cf66a1,1,"8655"
"10abd4fe-3501-4e66-9404-642affce8f8e",1,"51576"
"4c6389ca-0333-4abb-b648-c5509ed8a973",1,"1958"
"6514c6fb-b221-4485-b409-82cafa2c1706",1,"1977"
"8b8a29ff-ad0a-420d-a140-98f89451a24f",1,"34584"
c4b4ee4a-d3bf-4954-b6d6-f57dc71ee41d,1,"24540"
"6c59baba-028d-4523-a2a3-e279b5087aa3",1,"24381"
c31959cd-ddef-4820-a26f-05bd58dda950,1,"45447"
"13c26591-04f4-4835-a594-d1ce55e80a50",1,"15397"
d70a44bc-01cb-4166-864a-3cc3c303ccf9,1,"5047"
f89880cb-fc33-4dee-8de4-b4ed73317c1d,1,"3999"
e5923603-f06d-4166-8bc1-3ce7539c71fe,1,"11187"
a7e2e550-5eef-4a5d-9327-ecedcbdffbbe,1,"15200"
"8c19b5cd-5a11-47d8-80a8-bc067cbfc0c7",1,"11084"
"3dede616-b6db-4963-80d7-7d0bff8bafd2",1,"67455"
"4288bb07-e9b5-46b1-9c74-64d4ba0600a8",1,"520"
"41bde72f-188a-4ccc-a63c-84d188cba9de",1,"1161"
"2fde32d6-3e8b-48ac-96ba-80056449cbbe",1,"28906"
"695620ef-03a8-44d2-9fa2-966b9eeede41",1,"16513"
fc59fc53-f690-4b6e-a3af-f57a20063260,1,"197849"
e196b96c-5686-4cd0-8318-1a91244381c0,1,"2523"
"9541d6e9-f51a-4a09-bf1a-9dfa415d89f3",1,"24040"
"6cadc5b7-d439-4994-8927-39602a6e720b",1,"2395"
ca695ce5-064d-4ba6-b19b-595d82ce3d13,1,"38225"
"57aa6745-b209-4c82-b360-ee72aea696b5",1,"27811"
"1879fdcb-078f-4bc3-adba-0fc4e0f16db6",1,"3094"
"7c24d6f5-5c8a-473c-8945-2467d86e3abc",1,"16660"
"0b7a3fe3-f303-47dc-9cf0-9ef7404055af",1,"5344"
"9b1e6d17-1190-4933-bd76-bcdc14d46d9b",1,"488"
e713859f-af45-4aa5-941f-2cd359491f1c,1,"224"
"72925ff0-346f-4f14-bb98-28ca29645685",1,"6159"
d0f2d733-ecc6-4eb2-87c5-1218bbd412d8,1,"790"
"6b106581-a12c-4ea6-88bb-9266dc8b1606",1,"9362"
"944fe1e0-0716-41d2-853c-ff7053b2aa81",1,"11018"
"20c7f39b-0a2a-49a1-8cdb-b4667f5ede9e",1,"8856"
"16cdefda-5887-4126-8ffc-fc98131c3bda",1,"10551"
